Country,Region,City,Vehicle Plate
France,Auvergne-Rhône-Alpes,Le Chambon-Feugerolles,AULE_3
France,Auvergne-Rhône-Alpes,Belleville,AUBE_1
France,Auvergne-Rhône-Alpes,Belleville,AUBE_2
France,Auvergne-Rhône-Alpes,Belleville,AUBE_3
France,Auvergne-Rhône-Alpes,Bourg-de-Thizy,AUBO_1
France,Auvergne-Rhône-Alpes,Bourg-de-Thizy,AUBO_2
France,Auvergne-Rhône-Alpes,Bourg-de-Thizy,AUBO_3
France,Normandie,Mont-Saint-Aignan,NOMO_1
France,Normandie,Mont-Saint-Aignan,NOMO_2
France,Normandie,Mont-Saint-Aignan,NOMO_3
France,Normandie,Saint-Denis-sur-Sarthon,NOSA_1
France,Normandie,Saint-Denis-sur-Sarthon,NOSA_2
France,Normandie,Saint-Denis-sur-Sarthon,NOSA_3
France,Normandie,Amfreville,NOAM_1
France,Normandie,Amfreville,NOAM_2
France,Normandie,Amfreville,NOAM_3
France,Normandie,Fontenay,NOFO_1
France,Normandie,Fontenay,NOFO_2
France,Normandie,Fontenay,NOFO_3
France,Normandie,Buchy,NOBU_1
France,Normandie,Buchy,NOBU_2
France,Normandie,Buchy,NOBU_3
France,Normandie,Martin-Église,NOMA_1
France,Normandie,Martin-Église,NOMA_2
France,Normandie,Martin-Église,NOMA_3
France,Normandie,Yvetot,NOYV_1
France,Normandie,Yvetot,NOYV_2
France,Normandie,Yvetot,NOYV_3
France,Normandie,Tollevast,NOTO_1
France,Normandie,Tollevast,NOTO_2
France,Normandie,Tollevast,NOTO_3
France,Normandie,Condé-sur-Noireau,NOCO_1
France,Normandie,Condé-sur-Noireau,NOCO_2
France,Normandie,Condé-sur-Noireau,NOCO_3
France,Normandie,Damville,NODA_1
France,Normandie,Damville,NODA_2
France,Normandie,Damville,NODA_3
France,Grand-Est,Gespunsart,GRGE_1
France,Grand-Est,Gespunsart,GRGE_2
France,Grand-Est,Gespunsart,GRGE_3
France,Grand-Est,Saint-Lyé,GRSA_1
France,Grand-Est,Saint-Lyé,GRSA_2
France,Grand-Est,Saint-Lyé,GRSA_3
France,Grand-Est,Nancy,GRNA_1
France,Grand-Est,Nancy,GRNA_2
France,Grand-Est,Nancy,GRNA_3
France,Grand-Est,Rocroi,GRRO_1
France,Grand-Est,Rocroi,GRRO_2
France,Grand-Est,Rocroi,GRRO_3
France,Grand-Est,Reichstett,GRRE_1
France,Grand-Est,Reichstett,GRRE_2
France,Grand-Est,Reichstett,GRRE_3
France,Grand-Est,Badonviller,GRBA_1
France,Grand-Est,Badonviller,GRBA_2
France,Grand-Est,Badonviller,GRBA_3
France,Grand-Est,Mundolsheim,GRMU_1
France,Grand-Est,Mundolsheim,GRMU_2
France,Grand-Est,Mundolsheim,GRMU_3
France,Grand-Est,Petite-Rosselle,GRPE_1
France,Grand-Est,Petite-Rosselle,GRPE_2
France,Grand-Est,Petite-Rosselle,GRPE_3
France,Grand-Est,Schnersheim,GRSC_1
France,Grand-Est,Schnersheim,GRSC_2
France,Grand-Est,Schnersheim,GRSC_3
France,Grand-Est,Châteauvillain,GRCH_1
France,Grand-Est,Châteauvillain,GRCH_2
France,Grand-Est,Châteauvillain,GRCH_3
Germany,Baden-Württemberg,Unterkrozingen,BAUN_1
Germany,Baden-Württemberg,Unterkrozingen,BAUN_2
Germany,Baden-Württemberg,Unterkrozingen,BAUN_3
Germany,Baden-Württemberg,Hasel,BAHA_1
Germany,Baden-Württemberg,Hasel,BAHA_2
Germany,Baden-Württemberg,Hasel,BAHA_3
Germany,Baden-Württemberg,Gärtringen,BAGÄ_1
Germany,Baden-Württemberg,Gärtringen,BAGÄ_2
Germany,Baden-Württemberg,Gärtringen,BAGÄ_3
Germany,Baden-Württemberg,Althengstett,BAAL_1
Germany,Baden-Württemberg,Althengstett,BAAL_2
Germany,Baden-Württemberg,Althengstett,BAAL_3
Germany,Baden-Württemberg,Dischingen,BADI_1
Germany,Baden-Württemberg,Dischingen,BADI_2
Germany,Baden-Württemberg,Dischingen,BADI_3
Germany,Baden-Württemberg,Allmersbach im Tal,BAAL_1
Germany,Baden-Württemberg,Allmersbach im Tal,BAAL_2
Germany,Baden-Württemberg,Allmersbach im Tal,BAAL_3
Germany,Baden-Württemberg,Glatten,BAGL_1
Germany,Baden-Württemberg,Glatten,BAGL_2
Germany,Baden-Württemberg,Glatten,BAGL_3
Germany,Baden-Württemberg,Lautenbach,BALA_1
Germany,Baden-Württemberg,Lautenbach,BALA_2
Germany,Baden-Württemberg,Lautenbach,BALA_3
Germany,Baden-Württemberg,Leimen,BALE_1
Germany,Baden-Württemberg,Leimen,BALE_2
Germany,Baden-Württemberg,Leimen,BALE_3
Germany,Baden-Württemberg,Plüderhausen,BAPL_1
Germany,Baden-Württemberg,Plüderhausen,BAPL_2
Germany,Baden-Württemberg,Plüderhausen,BAPL_3
Germany,Bavaria,Eiselfing,BAEI_1
Germany,Bavaria,Eiselfing,BAEI_2
Germany,Bavaria,Eiselfing,BAEI_3
Germany,Bavaria,Freystadt,BAFR_1
Germany,Bavaria,Freystadt,BAFR_2
Germany,Bavaria,Freystadt,BAFR_3
Germany,Bavaria,Fremdingen,BAFR_1
Germany,Bavaria,Fremdingen,BAFR_2
Germany,Bavaria,Fremdingen,BAFR_3
Germany,Bavaria,Gerolsbach,BAGE_1
Germany,Bavaria,Gerolsbach,BAGE_2
Germany,Bavaria,Gerolsbach,BAGE_3
Germany,Bavaria,Pfarrweisach,BAPF_1
Germany,Bavaria,Pfarrweisach,BAPF_2
Germany,Bavaria,Pfarrweisach,BAPF_3
Germany,Bavaria,Riegsee,BARI_1
Germany,Bavaria,Riegsee,BARI_2
Germany,Bavaria,Riegsee,BARI_3
Germany,Bavaria,Rechtenbach,BARE_1
Germany,Bavaria,Rechtenbach,BARE_2
Germany,Bavaria,Rechtenbach,BARE_3
Germany,Bavaria,Langquaid,BALA_1
Germany,Bavaria,Langquaid,BALA_2
Germany,Bavaria,Langquaid,BALA_3
Germany,Bavaria,Runding,BARU_1
Germany,Bavaria,Runding,BARU_2
Germany,Bavaria,Runding,BARU_3
Germany,Bavaria,Planegg,BAPL_1
Germany,Bavaria,Planegg,BAPL_2
Germany,Bavaria,Planegg,BAPL_3
Germany,Hamburg,Hummelsbüttel,HAHU_1
Germany,Hamburg,Hummelsbüttel,HAHU_2
Germany,Hamburg,Hummelsbüttel,HAHU_3
Germany,Hamburg,Hamburg-Mitte,HAHA_1
Germany,Hamburg,Hamburg-Mitte,HAHA_2
Germany,Hamburg,Hamburg-Mitte,HAHA_3
Germany,Hamburg,Bergstedt,HABE_1
Germany,Hamburg,Bergstedt,HABE_2
Germany,Hamburg,Bergstedt,HABE_3
Germany,Hamburg,St. Georg,HAST_1
Germany,Hamburg,St. Georg,HAST_2
Germany,Hamburg,St. Georg,HAST_3
Germany,Hamburg,Winterhude,HAWI_1
Germany,Hamburg,Winterhude,HAWI_2
Germany,Hamburg,Winterhude,HAWI_3
Germany,Hamburg,Ottensen,HAOT_1
Germany,Hamburg,Ottensen,HAOT_2
Germany,Hamburg,Ottensen,HAOT_3
Germany,Hamburg,Duvenstedt,HADU_1
Germany,Hamburg,Duvenstedt,HADU_2
Germany,Hamburg,Duvenstedt,HADU_3
Germany,Hamburg,Poppenbüttel,HAPO_1
Germany,Hamburg,Poppenbüttel,HAPO_2
Germany,Hamburg,Poppenbüttel,HAPO_3
Germany,Hamburg,Ohlsdorf,HAOH_1
Germany,Hamburg,Ohlsdorf,HAOH_2
Germany,Hamburg,Ohlsdorf,HAOH_3
Germany,Hamburg,Harburg,HAHA_1
Germany,Hamburg,Harburg,HAHA_2
Germany,Hamburg,Harburg,HAHA_3
Germany,Schleswig-Holstein,Tellingstedt,SCTE_1
Germany,Schleswig-Holstein,Tellingstedt,SCTE_2
Germany,Schleswig-Holstein,Tellingstedt,SCTE_3
Germany,Schleswig-Holstein,Schwabstedt,SCSC_1
Germany,Schleswig-Holstein,Schwabstedt,SCSC_2
Germany,Schleswig-Holstein,Schwabstedt,SCSC_3
Germany,Schleswig-Holstein,Friedrichskoog,SCFR_1
Germany,Schleswig-Holstein,Friedrichskoog,SCFR_2
Germany,Schleswig-Holstein,Friedrichskoog,SCFR_3
Germany,Schleswig-Holstein,Prisdorf,SCPR_1
Germany,Schleswig-Holstein,Prisdorf,SCPR_2
Germany,Schleswig-Holstein,Prisdorf,SCPR_3
Germany,Schleswig-Holstein,Hohenlockstedt,SCHO_1
Germany,Schleswig-Holstein,Hohenlockstedt,SCHO_2
Germany,Schleswig-Holstein,Hohenlockstedt,SCHO_3
Germany,Schleswig-Holstein,Schellhorn,SCSC_1
Germany,Schleswig-Holstein,Schellhorn,SCSC_2
Germany,Schleswig-Holstein,Schellhorn,SCSC_3
Germany,Schleswig-Holstein,Escheburg,SCES_1
Germany,Schleswig-Holstein,Escheburg,SCES_2
Germany,Schleswig-Holstein,Escheburg,SCES_3
Germany,Schleswig-Holstein,Goel,SCGO_1
Germany,Schleswig-Holstein,Goel,SCGO_2
Germany,Schleswig-Holstein,Goel,SCGO_3
Germany,Schleswig-Holstein,Siek,SCSI_1
Germany,Schleswig-Holstein,Siek,SCSI_2
Germany,Schleswig-Holstein,Siek,SCSI_3
Germany,Schleswig-Holstein,Borstel-Hohenraden,SCBO_1
Germany,Schleswig-Holstein,Borstel-Hohenraden,SCBO_2
Germany,Schleswig-Holstein,Borstel-Hohenraden,SCBO_3
Germany,Saxony-Anhalt,Vockerode,SAVO_1
Germany,Saxony-Anhalt,Vockerode,SAVO_2
Germany,Saxony-Anhalt,Vockerode,SAVO_3
Germany,Saxony-Anhalt,Bergwitz,SABE_1
Germany,Saxony-Anhalt,Bergwitz,SABE_2
Germany,Saxony-Anhalt,Bergwitz,SABE_3
Germany,Saxony-Anhalt,Bad Dürrenberg,SABA_1
Germany,Saxony-Anhalt,Bad Dürrenberg,SABA_2
Germany,Saxony-Anhalt,Bad Dürrenberg,SABA_3
Germany,Saxony-Anhalt,Westeregeln,SAWE_1
Germany,Saxony-Anhalt,Westeregeln,SAWE_2
Germany,Saxony-Anhalt,Westeregeln,SAWE_3
Germany,Saxony-Anhalt,Derenburg,SADE_1
Germany,Saxony-Anhalt,Derenburg,SADE_2
Germany,Saxony-Anhalt,Derenburg,SADE_3
Germany,Saxony-Anhalt,Osternienburg,SAOS_1
Germany,Saxony-Anhalt,Osternienburg,SAOS_2
Germany,Saxony-Anhalt,Osternienburg,SAOS_3
Germany,Saxony-Anhalt,Eichenbarleben,SAEI_1
Germany,Saxony-Anhalt,Eichenbarleben,SAEI_2
Germany,Saxony-Anhalt,Eichenbarleben,SAEI_3
Germany,Saxony-Anhalt,Groß Rosenburg,SAGR_1
Germany,Saxony-Anhalt,Groß Rosenburg,SAGR_2
Germany,Saxony-Anhalt,Groß Rosenburg,SAGR_3
Germany,Saxony-Anhalt,Süplingen,SASÜ_1
Germany,Saxony-Anhalt,Süplingen,SASÜ_2
Germany,Saxony-Anhalt,Süplingen,SASÜ_3
Germany,Saxony-Anhalt,Güsten,SAGÜ_1
Germany,Saxony-Anhalt,Güsten,SAGÜ_2
Germany,Saxony-Anhalt,Güsten,SAGÜ_3
India,West Bengal,Bansihari community development block,WEBA_1
India,West Bengal,Bansihari community development block,WEBA_2
India,West Bengal,Bansihari community development block,WEBA_3
India,West Bengal,Nabagram,WENA_1
India,West Bengal,Nabagram,WENA_2
India,West Bengal,Nabagram,WENA_3
India,West Bengal,Rishra,WERI_1
India,West Bengal,Rishra,WERI_2
India,West Bengal,Rishra,WERI_3
India,West Bengal,Naihati,WENA_1
India,West Bengal,Naihati,WENA_2
India,West Bengal,Naihati,WENA_3
India,West Bengal,Raghudebbati,WERA_1
India,West Bengal,Raghudebbati,WERA_2
India,West Bengal,Raghudebbati,WERA_3
India,West Bengal,Uttar Dinajpur district,WEUT_1
India,West Bengal,Uttar Dinajpur district,WEUT_2
India,West Bengal,Uttar Dinajpur district,WEUT_3
India,West Bengal,Mejia community development block,WEME_1
India,West Bengal,Mejia community development block,WEME_2
India,West Bengal,Mejia community development block,WEME_3
India,West Bengal,Kenda,WEKE_1
India,West Bengal,Kenda,WEKE_2
India,West Bengal,Kenda,WEKE_3
India,West Bengal,Arambagh community development block,WEAR_1
India,West Bengal,Arambagh community development block,WEAR_2
India,West Bengal,Arambagh community development block,WEAR_3
India,West Bengal,Muragacha,WEMU_1
India,West Bengal,Muragacha,WEMU_2
India,West Bengal,Muragacha,WEMU_3
India,Jammu and Kashmir,Katra,JAKA_1
India,Jammu and Kashmir,Katra,JAKA_2
India,Jammu and Kashmir,Katra,JAKA_3
India,Jammu and Kashmir,Thanna Mandi,JATH_1
India,Jammu and Kashmir,Thanna Mandi,JATH_2
India,Jammu and Kashmir,Thanna Mandi,JATH_3
India,Jammu and Kashmir,Thang,JATH_1
India,Jammu and Kashmir,Thang,JATH_2
India,Jammu and Kashmir,Thang,JATH_3
India,Jammu and Kashmir,Ganderbal,JAGA_1
India,Jammu and Kashmir,Ganderbal,JAGA_2
India,Jammu and Kashmir,Ganderbal,JAGA_3
India,Jammu and Kashmir,Sopur,JASO_1
India,Jammu and Kashmir,Sopur,JASO_2
India,Jammu and Kashmir,Sopur,JASO_3
India,Jammu and Kashmir,Banihal,JABA_1
India,Jammu and Kashmir,Banihal,JABA_2
India,Jammu and Kashmir,Banihal,JABA_3
India,Jammu and Kashmir,Jaurian,JAJA_1
India,Jammu and Kashmir,Jaurian,JAJA_2
India,Jammu and Kashmir,Jaurian,JAJA_3
India,Jammu and Kashmir,Udhampur,JAUD_1
India,Jammu and Kashmir,Udhampur,JAUD_2
India,Jammu and Kashmir,Udhampur,JAUD_3
India,Jammu and Kashmir,Badgam,JABA_1
India,Jammu and Kashmir,Badgam,JABA_2
India,Jammu and Kashmir,Badgam,JABA_3
India,Jammu and Kashmir,Pattan,JAPA_1
India,Jammu and Kashmir,Pattan,JAPA_2
India,Jammu and Kashmir,Pattan,JAPA_3
India,Puducherry,Mahe,PUMA_1
India,Puducherry,Mahe,PUMA_2
India,Puducherry,Mahe,PUMA_3
India,Puducherry,Yanam,PUYA_1
India,Puducherry,Yanam,PUYA_2
India,Puducherry,Yanam,PUYA_3
India,Puducherry,Karaikal,PUKA_1
India,Puducherry,Karaikal,PUKA_2
India,Puducherry,Karaikal,PUKA_3
India,Puducherry,Puducherry,PUPU_1
India,Puducherry,Puducherry,PUPU_2
India,Puducherry,Puducherry,PUPU_3
India,Tamil Nadu,Manapparai,TAMA_1
India,Tamil Nadu,Manapparai,TAMA_2
India,Tamil Nadu,Manapparai,TAMA_3
India,Tamil Nadu,Vikravandi,TAVI_1
India,Tamil Nadu,Vikravandi,TAVI_2
India,Tamil Nadu,Vikravandi,TAVI_3
India,Tamil Nadu,Uttiramerur,TAUT_1
India,Tamil Nadu,Uttiramerur,TAUT_2
India,Tamil Nadu,Uttiramerur,TAUT_3
India,Tamil Nadu,Pollachi,TAPO_1
India,Tamil Nadu,Pollachi,TAPO_2
India,Tamil Nadu,Pollachi,TAPO_3
India,Tamil Nadu,Manamadurai,TAMA_1
India,Tamil Nadu,Manamadurai,TAMA_2
India,Tamil Nadu,Manamadurai,TAMA_3
India,Tamil Nadu,Surandai,TASU_1
India,Tamil Nadu,Surandai,TASU_2
India,Tamil Nadu,Surandai,TASU_3
India,Tamil Nadu,Tiruttangal,TATI_1
India,Tamil Nadu,Tiruttangal,TATI_2
India,Tamil Nadu,Tiruttangal,TATI_3
India,Tamil Nadu,Periyanayakkanpalaiyam,TAPE_1
India,Tamil Nadu,Periyanayakkanpalaiyam,TAPE_2
India,Tamil Nadu,Periyanayakkanpalaiyam,TAPE_3
India,Tamil Nadu,Taramangalam,TATA_1
India,Tamil Nadu,Taramangalam,TATA_2
India,Tamil Nadu,Taramangalam,TATA_3
India,Tamil Nadu,Nangilickondan,TANA_1
India,Tamil Nadu,Nangilickondan,TANA_2
India,Tamil Nadu,Nangilickondan,TANA_3
India,Kerala,Vaikam,KEVA_1
India,Kerala,Vaikam,KEVA_2
India,Kerala,Vaikam,KEVA_3
India,Kerala,Beypore,KEBE_1
India,Kerala,Beypore,KEBE_2
India,Kerala,Beypore,KEBE_3
India,Kerala,Angamali,KEAN_1
India,Kerala,Angamali,KEAN_2
India,Kerala,Angamali,KEAN_3
India,Kerala,Payyanur,KEPA_1
India,Kerala,Payyanur,KEPA_2
India,Kerala,Payyanur,KEPA_3
India,Kerala,Thrissur,KETH_1
India,Kerala,Thrissur,KETH_2
India,Kerala,Thrissur,KETH_3
India,Kerala,Muvattupuzha,KEMU_1
India,Kerala,Muvattupuzha,KEMU_2
India,Kerala,Muvattupuzha,KEMU_3
India,Kerala,Kalamassery,KEKA_1
India,Kerala,Kalamassery,KEKA_2
India,Kerala,Kalamassery,KEKA_3
India,Kerala,Kanhangad,KEKA_1
India,Kerala,Kanhangad,KEKA_2
India,Kerala,Kanhangad,KEKA_3
India,Kerala,Taliparamba,KETA_1
India,Kerala,Taliparamba,KETA_2
India,Kerala,Taliparamba,KETA_3
India,Kerala,Changanacheri,KECH_1
India,Kerala,Changanacheri,KECH_2
India,Kerala,Changanacheri,KECH_3
Indonesia,Lampung,Bandar Lampung,LABA_1
Indonesia,Lampung,Bandar Lampung,LABA_2
Indonesia,Lampung,Bandar Lampung,LABA_3
Indonesia,Lampung,Kabupaten Lampung Barat,LAKA_1
Indonesia,Lampung,Kabupaten Lampung Barat,LAKA_2
Indonesia,Lampung,Kabupaten Lampung Barat,LAKA_3
Indonesia,Lampung,Kabupaten Lampung Utara,LAKA_1
Indonesia,Lampung,Kabupaten Lampung Utara,LAKA_2
Indonesia,Lampung,Kabupaten Lampung Utara,LAKA_3
Indonesia,Lampung,Metro,LAME_1
Indonesia,Lampung,Metro,LAME_2
Indonesia,Lampung,Metro,LAME_3
Indonesia,Lampung,Kotabumi,LAKO_1
Indonesia,Lampung,Kotabumi,LAKO_2
Indonesia,Lampung,Kotabumi,LAKO_3
Indonesia,Lampung,Kabupaten Tulangbawang,LAKA_1
Indonesia,Lampung,Kabupaten Tulangbawang,LAKA_2
Indonesia,Lampung,Kabupaten Tulangbawang,LAKA_3
Indonesia,Lampung,Kabupaten Pesisir Barat,LAKA_1
Indonesia,Lampung,Kabupaten Pesisir Barat,LAKA_2
Indonesia,Lampung,Kabupaten Pesisir Barat,LAKA_3
Indonesia,Lampung,Kabupaten Pringsewu,LAKA_1
Indonesia,Lampung,Kabupaten Pringsewu,LAKA_2
Indonesia,Lampung,Kabupaten Pringsewu,LAKA_3
Indonesia,Lampung,Kabupaten Lampung Selatan,LAKA_1
Indonesia,Lampung,Kabupaten Lampung Selatan,LAKA_2
Indonesia,Lampung,Kabupaten Lampung Selatan,LAKA_3
Indonesia,Lampung,Terbanggi Besar,LATE_1
Indonesia,Lampung,Terbanggi Besar,LATE_2
Indonesia,Lampung,Terbanggi Besar,LATE_3
Indonesia,Kalimantan Timur,Loa Janan,KALO_1
Indonesia,Kalimantan Timur,Loa Janan,KALO_2
Indonesia,Kalimantan Timur,Loa Janan,KALO_3
Indonesia,Kalimantan Timur,Kabupaten Penajam Paser Utara,KAKA_1
Indonesia,Kalimantan Timur,Kabupaten Penajam Paser Utara,KAKA_2
Indonesia,Kalimantan Timur,Kabupaten Penajam Paser Utara,KAKA_3
Indonesia,Kalimantan Timur,Balikpapan,KABA_1
Indonesia,Kalimantan Timur,Balikpapan,KABA_2
Indonesia,Kalimantan Timur,Balikpapan,KABA_3
Indonesia,Kalimantan Timur,Kabupaten Paser,KAKA_1
Indonesia,Kalimantan Timur,Kabupaten Paser,KAKA_2
Indonesia,Kalimantan Timur,Kabupaten Paser,KAKA_3
Indonesia,Kalimantan Timur,Kabupaten Kutai Kartanegara,KAKA_1
Indonesia,Kalimantan Timur,Kabupaten Kutai Kartanegara,KAKA_2
Indonesia,Kalimantan Timur,Kabupaten Kutai Kartanegara,KAKA_3
Indonesia,Kalimantan Timur,City of Balikpapan,KACI_1
Indonesia,Kalimantan Timur,City of Balikpapan,KACI_2
Indonesia,Kalimantan Timur,City of Balikpapan,KACI_3
Indonesia,Kalimantan Timur,Bontang,KABO_1
Indonesia,Kalimantan Timur,Bontang,KABO_2
Indonesia,Kalimantan Timur,Bontang,KABO_3
Indonesia,Kalimantan Timur,Samarinda,KASA_1
Indonesia,Kalimantan Timur,Samarinda,KASA_2
Indonesia,Kalimantan Timur,Samarinda,KASA_3
Indonesia,Kalimantan Timur,Kabupaten Kutai Barat,KAKA_1
Indonesia,Kalimantan Timur,Kabupaten Kutai Barat,KAKA_2
Indonesia,Kalimantan Timur,Kabupaten Kutai Barat,KAKA_3
Indonesia,Kalimantan Timur,Kabupaten Mahakam Hulu,KAKA_1
Indonesia,Kalimantan Timur,Kabupaten Mahakam Hulu,KAKA_2
Indonesia,Kalimantan Timur,Kabupaten Mahakam Hulu,KAKA_3
Indonesia,DI Yogyakarta,Kabupaten Gunung Kidul,DIKA_1
Indonesia,DI Yogyakarta,Kabupaten Gunung Kidul,DIKA_2
Indonesia,DI Yogyakarta,Kabupaten Gunung Kidul,DIKA_3
Indonesia,DI Yogyakarta,Yogyakarta,DIYO_1
Indonesia,DI Yogyakarta,Yogyakarta,DIYO_2
Indonesia,DI Yogyakarta,Yogyakarta,DIYO_3
Indonesia,DI Yogyakarta,Kabupaten Kulon Progo,DIKA_1
Indonesia,DI Yogyakarta,Kabupaten Kulon Progo,DIKA_2
Indonesia,DI Yogyakarta,Kabupaten Kulon Progo,DIKA_3
Indonesia,DI Yogyakarta,Kabupaten Bantul,DIKA_1
Indonesia,DI Yogyakarta,Kabupaten Bantul,DIKA_2
Indonesia,DI Yogyakarta,Kabupaten Bantul,DIKA_3
Indonesia,DI Yogyakarta,Kabupaten Sleman,DIKA_1
Indonesia,DI Yogyakarta,Kabupaten Sleman,DIKA_2
Indonesia,DI Yogyakarta,Kabupaten Sleman,DIKA_3
Indonesia,Sulawesi Barat,Mamuju,SUMA_1
Indonesia,Sulawesi Barat,Mamuju,SUMA_2
Indonesia,Sulawesi Barat,Mamuju,SUMA_3
Indonesia,Sulawesi Barat,Kabupaten Mamasa,SUKA_1
Indonesia,Sulawesi Barat,Kabupaten Mamasa,SUKA_2
Indonesia,Sulawesi Barat,Kabupaten Mamasa,SUKA_3
Indonesia,Sulawesi Barat,Kabupaten Polewali Mandar,SUKA_1
Indonesia,Sulawesi Barat,Kabupaten Polewali Mandar,SUKA_2
Indonesia,Sulawesi Barat,Kabupaten Polewali Mandar,SUKA_3
Indonesia,Sulawesi Barat,Kabupaten Majene,SUKA_1
Indonesia,Sulawesi Barat,Kabupaten Majene,SUKA_2
Indonesia,Sulawesi Barat,Kabupaten Majene,SUKA_3
Indonesia,Sulawesi Barat,Polewali,SUPO_1
Indonesia,Sulawesi Barat,Polewali,SUPO_2
Indonesia,Sulawesi Barat,Polewali,SUPO_3
Indonesia,Sulawesi Barat,Kabupaten Mamuju,SUKA_1
Indonesia,Sulawesi Barat,Kabupaten Mamuju,SUKA_2
Indonesia,Sulawesi Barat,Kabupaten Mamuju,SUKA_3
Indonesia,Sulawesi Barat,Kabupaten Mamuju Utara,SUKA_1
Indonesia,Sulawesi Barat,Kabupaten Mamuju Utara,SUKA_2
Indonesia,Sulawesi Barat,Kabupaten Mamuju Utara,SUKA_3
Indonesia,Sulawesi Barat,Kabupaten Mamuju Tengah,SUKA_1
Indonesia,Sulawesi Barat,Kabupaten Mamuju Tengah,SUKA_2
Indonesia,Sulawesi Barat,Kabupaten Mamuju Tengah,SUKA_3
Indonesia,Sulawesi Barat,Majene,SUMA_1
Indonesia,Sulawesi Barat,Majene,SUMA_2
Indonesia,Sulawesi Barat,Majene,SUMA_3
Indonesia,Sumatera Selatan,Baturaja,SUBA_1
Indonesia,Sumatera Selatan,Baturaja,SUBA_2
Indonesia,Sumatera Selatan,Baturaja,SUBA_3
Indonesia,Sumatera Selatan,Kabupaten Musi Rawas Utara,SUKA_1
Indonesia,Sumatera Selatan,Kabupaten Musi Rawas Utara,SUKA_2
Indonesia,Sumatera Selatan,Kabupaten Musi Rawas Utara,SUKA_3
Indonesia,Sumatera Selatan,Kabupaten Penukal Abab Lematang Ilir,SUKA_1
Indonesia,Sumatera Selatan,Kabupaten Penukal Abab Lematang Ilir,SUKA_2
Indonesia,Sumatera Selatan,Kabupaten Penukal Abab Lematang Ilir,SUKA_3
Indonesia,Sumatera Selatan,Kabupaten Empat Lawang,SUKA_1
Indonesia,Sumatera Selatan,Kabupaten Empat Lawang,SUKA_2
Indonesia,Sumatera Selatan,Kabupaten Empat Lawang,SUKA_3
Indonesia,Sumatera Selatan,Kabupaten Ogan Komering Ulu,SUKA_1
Indonesia,Sumatera Selatan,Kabupaten Ogan Komering Ulu,SUKA_2
Indonesia,Sumatera Selatan,Kabupaten Ogan Komering Ulu,SUKA_3
Indonesia,Sumatera Selatan,Palembang,SUPA_1
Indonesia,Sumatera Selatan,Palembang,SUPA_2
Indonesia,Sumatera Selatan,Palembang,SUPA_3
Indonesia,Sumatera Selatan,Kabupaten Musi Banyuasin,SUKA_1
Indonesia,Sumatera Selatan,Kabupaten Musi Banyuasin,SUKA_2
Indonesia,Sumatera Selatan,Kabupaten Musi Banyuasin,SUKA_3
Indonesia,Sumatera Selatan,Lahat Regency,SULA_1
Indonesia,Sumatera Selatan,Lahat Regency,SULA_2
Indonesia,Sumatera Selatan,Lahat Regency,SULA_3
Indonesia,Sumatera Selatan,Pagar Alam,SUPA_1
Indonesia,Sumatera Selatan,Pagar Alam,SUPA_2
Indonesia,Sumatera Selatan,Pagar Alam,SUPA_3
Indonesia,Sumatera Selatan,Prabumulih,SUPR_1
Indonesia,Sumatera Selatan,Prabumulih,SUPR_2
Indonesia,Sumatera Selatan,Prabumulih,SUPR_3
Italy,Abruzzo,Luco dei Marsi,ABLU_1
Italy,Abruzzo,Luco dei Marsi,ABLU_2
Italy,Abruzzo,Luco dei Marsi,ABLU_3
Italy,Abruzzo,Villa Santa Maria,ABVI_1
Italy,Abruzzo,Villa Santa Maria,ABVI_2
Italy,Abruzzo,Villa Santa Maria,ABVI_3
Italy,Abruzzo,Tornareccio,ABTO_1
Italy,Abruzzo,Tornareccio,ABTO_2
Italy,Abruzzo,Tornareccio,ABTO_3
Italy,Abruzzo,Pratola Peligna,ABPR_1
Italy,Abruzzo,Pratola Peligna,ABPR_2
Italy,Abruzzo,Pratola Peligna,ABPR_3
Italy,Abruzzo,Liscia,ABLI_1
Italy,Abruzzo,Liscia,ABLI_2
Italy,Abruzzo,Liscia,ABLI_3
Italy,Abruzzo,San Martino Bassa,ABSA_1
Italy,Abruzzo,San Martino Bassa,ABSA_2
Italy,Abruzzo,San Martino Bassa,ABSA_3
Italy,Abruzzo,Silvi,ABSI_1
Italy,Abruzzo,Silvi,ABSI_2
Italy,Abruzzo,Silvi,ABSI_3
Italy,Abruzzo,Pizzoferrato,ABPI_1
Italy,Abruzzo,Pizzoferrato,ABPI_2
Italy,Abruzzo,Pizzoferrato,ABPI_3
Italy,Abruzzo,San Pio delle Camere,ABSA_1
Italy,Abruzzo,San Pio delle Camere,ABSA_2
Italy,Abruzzo,San Pio delle Camere,ABSA_3
Italy,Abruzzo,Navelli,ABNA_1
Italy,Abruzzo,Navelli,ABNA_2
Italy,Abruzzo,Navelli,ABNA_3
Italy,Molise,Montagano,MOMO_1
Italy,Molise,Montagano,MOMO_2
Italy,Molise,Montagano,MOMO_3
Italy,Molise,San Biase,MOSA_1
Italy,Molise,San Biase,MOSA_2
Italy,Molise,San Biase,MOSA_3
Italy,Molise,Cerro al Volturno,MOCE_1
Italy,Molise,Cerro al Volturno,MOCE_2
Italy,Molise,Cerro al Volturno,MOCE_3
