Country,Region,City,Product Name,Product Price,Material Code,Material Quantity,Material Unit Cost,Material Shipping Cost
Australia,Northern Territory,Central Desert,Product_18,29.71,MAT_038,18,4.99,0.31
Australia,Northern Territory,Central Desert,Product_19,69.31,MAT_046,6,8.33,0.47
Australia,Northern Territory,Central Desert,Product_19,69.31,MAT_019,4,8.39,0.47
Australia,Northern Territory,Central Desert,Product_19,69.31,MAT_040,6,8.54,0.47
Australia,Northern Territory,Central Desert,Product_19,69.31,MAT_048,19,8.32,0.47
Australia,Northern Territory,Central Desert,Product_19,69.31,MAT_023,17,8.35,0.47
Australia,Northern Territory,Central Desert,Product_19,69.31,MAT_007,5,8.46,0.47
Australia,Northern Territory,Central Desert,Product_20,96.66,MAT_037,1,10.59,0.71
Australia,Northern Territory,Central Desert,Product_20,96.66,MAT_045,2,10.36,0.71
Australia,Northern Territory,Central Desert,Product_20,96.66,MAT_030,8,10.55,0.71
Australia,Northern Territory,Central Desert,Product_20,96.66,MAT_004,10,10.07,0.71
Australia,Northern Territory,Central Desert,Product_20,96.66,MAT_048,16,10.4,0.71
Australia,Northern Territory,Central Desert,Product_21,52.56,MAT_011,5,2.63,0.14
Australia,Northern Territory,Central Desert,Product_21,52.56,MAT_008,6,2.75,0.14
Australia,Northern Territory,Central Desert,Product_21,52.56,MAT_012,6,2.74,0.14
Australia,Northern Territory,Central Desert,Product_21,52.56,MAT_002,15,2.79,0.14
Australia,Northern Territory,Central Desert,Product_21,52.56,MAT_001,18,2.63,0.14
Australia,Northern Territory,Central Desert,Product_21,52.56,MAT_049,3,2.75,0.14
Australia,Northern Territory,Central Desert,Product_21,52.56,MAT_050,9,2.69,0.14
Australia,Northern Territory,Central Desert,Product_22,28.57,MAT_023,13,2.77,0.26
Australia,Northern Territory,Central Desert,Product_22,28.57,MAT_037,11,2.81,0.26
Australia,Northern Territory,Central Desert,Product_22,28.57,MAT_002,19,2.77,0.26
Australia,Northern Territory,Central Desert,Product_22,28.57,MAT_006,14,2.84,0.26
Australia,Northern Territory,Central Desert,Product_22,28.57,MAT_021,7,2.88,0.26
Australia,Northern Territory,Central Desert,Product_22,28.57,MAT_026,8,2.79,0.26
Australia,Northern Territory,Central Desert,Product_23,64.86,MAT_010,18,7.81,0.54
Australia,Northern Territory,Central Desert,Product_23,64.86,MAT_019,14,7.75,0.54
Australia,Northern Territory,Central Desert,Product_23,64.86,MAT_045,11,7.58,0.54
Australia,Northern Territory,Central Desert,Product_23,64.86,MAT_008,7,7.62,0.54
Australia,Northern Territory,Central Desert,Product_23,64.86,MAT_050,1,7.94,0.54
Australia,Northern Territory,Central Desert,Product_23,64.86,MAT_018,7,7.54,0.54
Australia,Northern Territory,Central Desert,Product_23,64.86,MAT_004,8,7.72,0.54
Australia,Northern Territory,Central Desert,Product_24,90.61,MAT_023,11,7.74,0.76
Australia,Northern Territory,Central Desert,Product_24,90.61,MAT_014,17,7.73,0.76
Australia,Northern Territory,Central Desert,Product_24,90.61,MAT_031,19,7.74,0.76
Australia,Northern Territory,Central Desert,Product_24,90.61,MAT_028,14,7.73,0.76
Australia,Northern Territory,Central Desert,Product_24,90.61,MAT_002,6,7.46,0.75
Australia,Northern Territory,Central Desert,Product_24,90.61,MAT_046,2,7.47,0.75
Australia,Northern Territory,Central Desert,Product_25,85.04,MAT_013,17,10.18,0.96
Australia,Northern Territory,Central Desert,Product_25,85.04,MAT_002,7,9.99,0.96
Australia,Northern Territory,Central Desert,Product_25,85.04,MAT_048,20,10.56,0.96
Australia,Northern Territory,Central Desert,Product_25,85.04,MAT_022,15,10.02,0.96
Australia,Northern Territory,Central Desert,Product_25,85.04,MAT_043,4,10.35,0.96
Australia,Northern Territory,Central Desert,Product_25,85.04,MAT_023,9,10.18,0.96
Australia,Northern Territory,Central Desert,Product_25,85.04,MAT_030,11,10.46,0.96
Australia,Northern Territory,Central Desert,Product_26,88.32,MAT_001,4,5.48,0.46
Australia,Northern Territory,Central Desert,Product_26,88.32,MAT_040,16,5.39,0.46
Australia,Northern Territory,Central Desert,Product_26,88.32,MAT_041,16,5.55,0.46
Australia,Northern Territory,Central Desert,Product_26,88.32,MAT_006,6,5.37,0.46
Australia,Northern Territory,Central Desert,Product_26,88.32,MAT_025,4,5.6,0.46
Australia,Northern Territory,Central Desert,Product_27,86.52,MAT_017,17,13.72,0.74
Australia,Northern Territory,Central Desert,Product_27,86.52,MAT_046,18,13.62,0.74
Australia,Northern Territory,Central Desert,Product_27,86.52,MAT_038,19,13.35,0.74
Australia,Northern Territory,Central Desert,Product_27,86.52,MAT_049,19,13.27,0.74
Australia,Northern Territory,Central Desert,Product_27,86.52,MAT_013,1,13.27,0.74
Australia,Northern Territory,Central Desert,Product_28,60.8,MAT_002,9,2.98,0.17
Australia,Northern Territory,Central Desert,Product_28,60.8,MAT_001,20,3.14,0.17
Australia,Northern Territory,Central Desert,Product_28,60.8,MAT_047,14,3.11,0.17
Australia,Northern Territory,Central Desert,Product_28,60.8,MAT_039,19,3.0,0.17
Australia,Northern Territory,Central Desert,Product_28,60.8,MAT_020,5,3.16,0.17
Australia,Northern Territory,Central Desert,Product_28,60.8,MAT_046,9,3.08,0.17
Australia,Northern Territory,Central Desert,Product_28,60.8,MAT_009,4,3.07,0.17
Australia,Northern Territory,Central Desert,Product_29,86.21,MAT_050,17,6.54,0.53
Australia,Northern Territory,Central Desert,Product_29,86.21,MAT_029,18,6.36,0.53
Australia,Northern Territory,Central Desert,Product_29,86.21,MAT_049,7,6.6,0.53
Australia,Northern Territory,Central Desert,Product_29,86.21,MAT_023,4,6.42,0.53
Australia,Northern Territory,Central Desert,Product_29,86.21,MAT_024,19,6.63,0.53
Australia,Northern Territory,Central Desert,Product_29,86.21,MAT_005,4,6.41,0.53
Australia,Northern Territory,Central Desert,Product_30,41.67,MAT_020,3,5.48,0.28
Australia,Northern Territory,Central Desert,Product_30,41.67,MAT_002,1,5.55,0.28
Australia,Northern Territory,Central Desert,Product_30,41.67,MAT_009,16,5.55,0.28
Australia,Northern Territory,Central Desert,Product_30,41.67,MAT_010,12,5.6,0.28
Australia,Northern Territory,Central Desert,Product_30,41.67,MAT_017,16,5.62,0.28
Australia,Northern Territory,Central Desert,Product_30,41.67,MAT_033,18,5.48,0.28
Australia,Northern Territory,Central Desert,Product_30,41.67,MAT_019,7,5.58,0.28
Australia,Northern Territory,Central Desert,Product_31,88.67,MAT_015,5,6.05,0.55
Australia,Northern Territory,Central Desert,Product_31,88.67,MAT_022,17,5.93,0.55
Australia,Northern Territory,Central Desert,Product_31,88.67,MAT_008,10,6.09,0.55
Australia,Northern Territory,Central Desert,Product_31,88.67,MAT_032,14,6.13,0.55
Australia,Northern Territory,Central Desert,Product_31,88.67,MAT_007,3,5.82,0.55
Australia,Northern Territory,Central Desert,Product_31,88.67,MAT_027,5,5.81,0.55
Australia,Northern Territory,Central Desert,Product_31,88.67,MAT_044,2,6.12,0.55
Australia,Northern Territory,Central Desert,Product_31,88.67,MAT_012,4,5.95,0.55
Australia,Northern Territory,Central Desert,Product_32,53.57,MAT_034,4,6.58,0.42
Australia,Northern Territory,Central Desert,Product_32,53.57,MAT_010,11,6.48,0.42
Australia,Northern Territory,Central Desert,Product_32,53.57,MAT_037,6,6.59,0.42
Australia,Northern Territory,Central Desert,Product_32,53.57,MAT_019,2,6.64,0.42
Australia,Northern Territory,Central Desert,Product_32,53.57,MAT_013,12,6.43,0.42
Australia,Northern Territory,Central Desert,Product_32,53.57,MAT_046,18,6.6,0.42
Australia,Northern Territory,Central Desert,Product_33,92.0,MAT_012,14,11.5,0.6
Australia,Northern Territory,Central Desert,Product_33,92.0,MAT_003,9,11.63,0.6
Australia,Northern Territory,Central Desert,Product_33,92.0,MAT_022,1,11.46,0.6
Australia,Northern Territory,Central Desert,Product_33,92.0,MAT_026,4,11.8,0.6
Australia,Northern Territory,Central Desert,Product_33,92.0,MAT_016,2,11.42,0.6
Australia,Northern Territory,Central Desert,Product_33,92.0,MAT_021,12,11.84,0.6
Australia,Northern Territory,Central Desert,Product_33,92.0,MAT_001,12,11.31,0.6
Australia,Northern Territory,Central Desert,Product_34,96.17,MAT_021,4,9.48,0.69
Australia,Northern Territory,Central Desert,Product_34,96.17,MAT_018,1,9.24,0.69
Australia,Northern Territory,Central Desert,Product_34,96.17,MAT_043,8,9.01,0.69
Australia,Northern Territory,Central Desert,Product_34,96.17,MAT_036,17,9.43,0.69
Australia,Northern Territory,Central Desert,Product_34,96.17,MAT_012,7,9.34,0.69
Australia,Northern Territory,Central Desert,Product_35,21.81,MAT_005,20,1.9,0.18
Australia,Northern Territory,Central Desert,Product_35,21.81,MAT_016,16,1.91,0.18
Australia,Northern Territory,Central Desert,Product_35,21.81,MAT_020,20,1.9,0.18
Australia,Northern Territory,Central Desert,Product_35,21.81,MAT_043,16,1.83,0.18
Australia,Northern Territory,Central Desert,Product_35,21.81,MAT_049,4,1.9,0.18
Australia,Northern Territory,Central Desert,Product_36,92.03,MAT_008,11,9.27,0.76
Australia,Northern Territory,Central Desert,Product_36,92.03,MAT_048,9,9.07,0.76
Australia,Northern Territory,Central Desert,Product_36,92.03,MAT_045,5,9.04,0.76
Australia,Northern Territory,Central Desert,Product_36,92.03,MAT_036,8,9.37,0.76
Australia,Northern Territory,Central Desert,Product_36,92.03,MAT_032,14,9.05,0.76
Australia,Northern Territory,Central Desert,Product_37,25.33,MAT_032,2,3.4,0.31
Australia,Northern Territory,Central Desert,Product_37,25.33,MAT_023,9,3.46,0.31
Australia,Northern Territory,Central Desert,Product_37,25.33,MAT_037,13,3.5,0.31
Australia,Northern Territory,Central Desert,Product_37,25.33,MAT_015,14,3.35,0.31
Australia,Northern Territory,Central Desert,Product_37,25.33,MAT_016,18,3.35,0.31
Australia,Northern Territory,Central Desert,Product_38,88.89,MAT_041,7,8.41,0.83
Australia,Northern Territory,Central Desert,Product_38,88.89,MAT_029,2,8.57,0.83
Australia,Northern Territory,Central Desert,Product_38,88.89,MAT_044,10,8.43,0.83
Australia,Northern Territory,Central Desert,Product_38,88.89,MAT_020,7,8.56,0.83
Australia,Northern Territory,Central Desert,Product_38,88.89,MAT_045,13,8.29,0.83
Australia,Northern Territory,Central Desert,Product_39,84.1,MAT_004,18,5.43,0.52
Australia,Northern Territory,Central Desert,Product_39,84.1,MAT_024,3,5.24,0.52
Australia,Northern Territory,Central Desert,Product_39,84.1,MAT_018,20,5.46,0.52
Australia,Northern Territory,Central Desert,Product_39,84.1,MAT_026,16,5.47,0.52
Australia,Northern Territory,Central Desert,Product_39,84.1,MAT_027,7,5.48,0.52
Australia,Northern Territory,Central Desert,Product_40,62.66,MAT_003,14,8.8,0.59
Australia,Northern Territory,Central Desert,Product_40,62.66,MAT_019,15,8.73,0.59
Australia,Northern Territory,Central Desert,Product_40,62.66,MAT_045,20,8.58,0.59
Australia,Northern Territory,Central Desert,Product_40,62.66,MAT_004,14,8.68,0.59
Australia,Northern Territory,Central Desert,Product_40,62.66,MAT_012,3,8.82,0.59
Australia,Northern Territory,Central Desert,Product_40,62.66,MAT_006,17,8.53,0.59
Australia,Northern Territory,Central Desert,Product_41,34.27,MAT_008,15,3.87,0.25
Australia,Northern Territory,Central Desert,Product_41,34.27,MAT_039,20,3.78,0.25
Australia,Northern Territory,Central Desert,Product_41,34.27,MAT_034,6,3.83,0.25
Australia,Northern Territory,Central Desert,Product_41,34.27,MAT_033,13,3.74,0.25
Australia,Northern Territory,Central Desert,Product_41,34.27,MAT_016,10,3.85,0.25
Australia,Northern Territory,Central Desert,Product_41,34.27,MAT_050,1,3.84,0.25
Australia,Northern Territory,Central Desert,Product_41,34.27,MAT_023,12,3.8,0.25
Australia,Northern Territory,Central Desert,Product_42,77.07,MAT_013,20,9.26,0.58
Australia,Northern Territory,Central Desert,Product_42,77.07,MAT_001,9,9.27,0.58
Australia,Northern Territory,Central Desert,Product_42,77.07,MAT_009,17,9.15,0.58
Australia,Northern Territory,Central Desert,Product_42,77.07,MAT_029,11,8.93,0.58
Australia,Northern Territory,Central Desert,Product_42,77.07,MAT_043,7,9.22,0.58
Australia,Northern Territory,Central Desert,Product_43,74.53,MAT_036,13,7.58,0.48
Australia,Northern Territory,Central Desert,Product_43,74.53,MAT_007,18,7.69,0.48
Australia,Northern Territory,Central Desert,Product_43,74.53,MAT_019,12,7.45,0.48
Australia,Northern Territory,Central Desert,Product_43,74.53,MAT_006,6,7.61,0.48
Australia,Northern Territory,Central Desert,Product_43,74.53,MAT_050,17,7.54,0.48
Australia,Northern Territory,Central Desert,Product_44,50.93,MAT_050,4,3.5,0.17
Australia,Northern Territory,Central Desert,Product_44,50.93,MAT_013,3,3.47,0.17
Australia,Northern Territory,Central Desert,Product_44,50.93,MAT_033,17,3.45,0.17
Australia,Northern Territory,Central Desert,Product_44,50.93,MAT_048,4,3.54,0.17
Australia,Northern Territory,Central Desert,Product_44,50.93,MAT_042,5,3.47,0.17
Australia,Northern Territory,Central Desert,Product_45,96.01,MAT_004,1,13.78,0.86
Australia,Northern Territory,Central Desert,Product_45,96.01,MAT_009,18,13.78,0.86
Australia,Northern Territory,Central Desert,Product_45,96.01,MAT_044,1,14.27,0.86
Australia,Northern Territory,Central Desert,Product_45,96.01,MAT_018,4,14.44,0.86
Australia,Northern Territory,Central Desert,Product_45,96.01,MAT_020,4,14.04,0.86
Australia,Northern Territory,Central Desert,Product_45,96.01,MAT_013,10,14.07,0.86
Australia,Northern Territory,Central Desert,Product_46,61.41,MAT_018,7,5.58,0.32
Australia,Northern Territory,Central Desert,Product_46,61.41,MAT_046,14,5.53,0.32
Australia,Northern Territory,Central Desert,Product_46,61.41,MAT_024,6,5.61,0.32
Australia,Northern Territory,Central Desert,Product_46,61.41,MAT_011,9,5.76,0.32
Australia,Northern Territory,Central Desert,Product_46,61.41,MAT_004,5,5.5,0.32
Australia,Northern Territory,Central Desert,Product_47,57.42,MAT_045,2,7.86,0.45
Australia,Northern Territory,Central Desert,Product_47,57.42,MAT_003,10,7.68,0.45
Australia,Northern Territory,Central Desert,Product_47,57.42,MAT_026,5,7.77,0.45
Australia,Northern Territory,Central Desert,Product_47,57.42,MAT_036,3,7.94,0.45
Australia,Northern Territory,Central Desert,Product_47,57.42,MAT_049,9,7.64,0.45
Australia,Northern Territory,Central Desert,Product_48,39.64,MAT_041,8,5.49,0.32
Australia,Northern Territory,Central Desert,Product_48,39.64,MAT_045,13,5.33,0.32
Australia,Northern Territory,Central Desert,Product_48,39.64,MAT_014,8,5.49,0.32
Australia,Northern Territory,Central Desert,Product_48,39.64,MAT_016,3,5.36,0.32
Australia,Northern Territory,Central Desert,Product_48,39.64,MAT_025,1,5.4,0.32
Australia,Northern Territory,Central Desert,Product_49,48.07,MAT_021,15,6.17,0.58
Australia,Northern Territory,Central Desert,Product_49,48.07,MAT_001,19,6.18,0.58
Australia,Northern Territory,Central Desert,Product_49,48.07,MAT_026,15,6.08,0.58
Australia,Northern Territory,Central Desert,Product_49,48.07,MAT_023,11,6.11,0.58
Australia,Northern Territory,Central Desert,Product_49,48.07,MAT_006,16,6.13,0.58
Australia,Northern Territory,Central Desert,Product_50,59.42,MAT_015,8,3.18,0.28
Australia,Northern Territory,Central Desert,Product_50,59.42,MAT_022,4,3.1,0.28
Australia,Northern Territory,Central Desert,Product_50,59.42,MAT_012,17,3.08,0.28
Australia,Northern Territory,Central Desert,Product_50,59.42,MAT_014,6,3.11,0.28
Australia,Northern Territory,Central Desert,Product_50,59.42,MAT_042,7,3.19,0.28
Australia,Northern Territory,Central Desert,Product_50,59.42,MAT_019,12,3.24,0.28
Australia,Northern Territory,Tiwi,Product_1,33.32,MAT_007,14,5.66,0.53
Australia,Northern Territory,Tiwi,Product_1,33.32,MAT_025,19,5.68,0.53
Australia,Northern Territory,Tiwi,Product_1,33.32,MAT_011,5,5.71,0.53
Australia,Northern Territory,Tiwi,Product_1,33.32,MAT_043,15,5.63,0.53
Australia,Northern Territory,Tiwi,Product_1,33.32,MAT_002,10,5.54,0.53
Australia,Northern Territory,Tiwi,Product_2,73.73,MAT_014,2,11.0,1.08
Australia,Northern Territory,Tiwi,Product_2,73.73,MAT_021,6,10.92,1.08
Australia,Northern Territory,Tiwi,Product_2,73.73,MAT_041,5,11.27,1.08
Australia,Northern Territory,Tiwi,Product_2,73.73,MAT_030,9,10.91,1.08
Australia,Northern Territory,Tiwi,Product_2,73.73,MAT_024,17,10.92,1.08
Australia,Northern Territory,Tiwi,Product_2,73.73,MAT_006,19,11.1,1.08
Australia,Northern Territory,Tiwi,Product_3,87.86,MAT_027,15,5.23,0.47
Australia,Northern Territory,Tiwi,Product_3,87.86,MAT_045,9,5.2,0.47
Australia,Northern Territory,Tiwi,Product_3,87.86,MAT_008,1,5.24,0.47
Australia,Northern Territory,Tiwi,Product_3,87.86,MAT_010,14,5.12,0.47
Australia,Northern Territory,Tiwi,Product_3,87.86,MAT_013,19,5.41,0.47
Australia,Northern Territory,Tiwi,Product_3,87.86,MAT_049,15,5.22,0.47
Australia,Northern Territory,Tiwi,Product_4,72.87,MAT_036,2,8.39,0.76
Australia,Northern Territory,Tiwi,Product_4,72.87,MAT_029,18,8.59,0.76
Australia,Northern Territory,Tiwi,Product_4,72.87,MAT_034,2,8.24,0.76
Australia,Northern Territory,Tiwi,Product_4,72.87,MAT_022,4,8.57,0.76
Australia,Northern Territory,Tiwi,Product_4,72.87,MAT_012,8,8.29,0.76
Australia,Northern Territory,Tiwi,Product_4,72.87,MAT_020,11,8.2,0.76
Australia,Northern Territory,Tiwi,Product_4,72.87,MAT_008,1,8.35,0.76
Australia,Northern Territory,Tiwi,Product_4,72.87,MAT_040,2,8.58,0.76
Australia,Northern Territory,Tiwi,Product_5,81.3,MAT_018,8,8.27,0.65
Australia,Northern Territory,Tiwi,Product_5,81.3,MAT_017,16,8.35,0.65
Australia,Northern Territory,Tiwi,Product_5,81.3,MAT_007,6,8.32,0.65
Australia,Northern Territory,Tiwi,Product_5,81.3,MAT_040,13,7.96,0.65
Australia,Northern Territory,Tiwi,Product_5,81.3,MAT_011,9,7.95,0.65
Australia,Northern Territory,Tiwi,Product_6,40.01,MAT_021,20,4.66,0.31
Australia,Northern Territory,Tiwi,Product_6,40.01,MAT_036,20,4.71,0.31
Australia,Northern Territory,Tiwi,Product_6,40.01,MAT_026,20,4.67,0.31
Australia,Northern Territory,Tiwi,Product_6,40.01,MAT_029,17,4.57,0.31
Australia,Northern Territory,Tiwi,Product_6,40.01,MAT_049,7,4.58,0.31
Australia,Northern Territory,Tiwi,Product_7,76.11,MAT_015,8,7.36,0.51
Australia,Northern Territory,Tiwi,Product_7,76.11,MAT_033,10,7.38,0.51
Australia,Northern Territory,Tiwi,Product_7,76.11,MAT_021,10,7.49,0.51
Australia,Northern Territory,Tiwi,Product_7,76.11,MAT_002,9,7.2,0.51
Australia,Northern Territory,Tiwi,Product_7,76.11,MAT_022,1,7.55,0.51
Australia,Northern Territory,Tiwi,Product_7,76.11,MAT_003,17,7.58,0.51
Australia,Northern Territory,Tiwi,Product_7,76.11,MAT_016,2,7.44,0.51
Australia,Northern Territory,Tiwi,Product_8,45.32,MAT_010,10,4.73,0.36
Australia,Northern Territory,Tiwi,Product_8,45.32,MAT_005,20,4.79,0.36
Australia,Northern Territory,Tiwi,Product_8,45.32,MAT_026,4,4.62,0.36
Australia,Northern Territory,Tiwi,Product_8,45.32,MAT_019,16,4.66,0.36
Australia,Northern Territory,Tiwi,Product_8,45.32,MAT_043,20,4.62,0.36
Australia,Northern Territory,Tiwi,Product_8,45.32,MAT_030,14,4.74,0.36
Australia,Northern Territory,Tiwi,Product_8,45.32,MAT_035,18,4.79,0.36
Australia,Northern Territory,Tiwi,Product_8,45.32,MAT_021,6,4.6,0.36
Australia,Northern Territory,Tiwi,Product_9,50.34,MAT_043,4,8.88,0.76
Australia,Northern Territory,Tiwi,Product_9,50.34,MAT_030,15,9.25,0.76
Australia,Northern Territory,Tiwi,Product_9,50.34,MAT_028,12,9.22,0.76
Australia,Northern Territory,Tiwi,Product_9,50.34,MAT_044,19,8.94,0.76
Australia,Northern Territory,Tiwi,Product_9,50.34,MAT_002,18,8.89,0.76
Australia,Northern Territory,Tiwi,Product_10,52.42,MAT_028,6,6.11,0.44
Australia,Northern Territory,Tiwi,Product_10,52.42,MAT_018,6,6.22,0.44
Australia,Northern Territory,Tiwi,Product_10,52.42,MAT_048,7,6.13,0.44
Australia,Northern Territory,Tiwi,Product_10,52.42,MAT_001,6,6.25,0.44
Australia,Northern Territory,Tiwi,Product_10,52.42,MAT_021,16,6.28,0.44
Australia,Northern Territory,Tiwi,Product_10,52.42,MAT_034,14,6.25,0.44
Australia,Northern Territory,Tiwi,Product_11,96.88,MAT_005,13,11.02,0.6
Australia,Northern Territory,Tiwi,Product_11,96.88,MAT_045,2,10.8,0.6
Australia,Northern Territory,Tiwi,Product_11,96.88,MAT_050,3,10.72,0.6
Australia,Northern Territory,Tiwi,Product_11,96.88,MAT_040,4,11.25,0.6
Australia,Northern Territory,Tiwi,Product_11,96.88,MAT_033,19,10.79,0.6
Australia,Northern Territory,Tiwi,Product_11,96.88,MAT_019,17,11.17,0.6
Australia,Northern Territory,Tiwi,Product_11,96.88,MAT_012,20,10.72,0.6
Australia,Northern Territory,Tiwi,Product_12,28.19,MAT_007,18,2.98,0.3
Australia,Northern Territory,Tiwi,Product_12,28.19,MAT_040,18,2.95,0.3
Australia,Northern Territory,Tiwi,Product_12,28.19,MAT_018,2,3.0,0.3
Australia,Northern Territory,Tiwi,Product_12,28.19,MAT_049,7,3.11,0.3
Australia,Northern Territory,Tiwi,Product_12,28.19,MAT_030,19,2.99,0.3
Australia,Northern Territory,Tiwi,Product_13,42.28,MAT_043,18,1.96,0.18
Australia,Northern Territory,Tiwi,Product_13,42.28,MAT_049,13,1.96,0.18
Australia,Northern Territory,Tiwi,Product_13,42.28,MAT_015,14,1.94,0.18
Australia,Northern Territory,Tiwi,Product_13,42.28,MAT_029,13,1.97,0.18
Australia,Northern Territory,Tiwi,Product_13,42.28,MAT_003,19,1.96,0.18
Australia,Northern Territory,Tiwi,Product_13,42.28,MAT_041,7,1.88,0.18
Australia,Northern Territory,Tiwi,Product_13,42.28,MAT_042,3,1.97,0.18
Australia,Northern Territory,Tiwi,Product_14,70.69,MAT_027,18,8.31,0.81
Australia,Northern Territory,Tiwi,Product_14,70.69,MAT_017,4,8.15,0.81
Australia,Northern Territory,Tiwi,Product_14,70.69,MAT_026,4,8.29,0.81
Australia,Northern Territory,Tiwi,Product_14,70.69,MAT_041,6,8.51,0.81
Australia,Northern Territory,Tiwi,Product_14,70.69,MAT_050,10,8.26,0.81
Australia,Northern Territory,Tiwi,Product_14,70.69,MAT_010,9,8.39,0.81
Australia,Northern Territory,Tiwi,Product_15,27.28,MAT_027,1,3.08,0.26
Australia,Northern Territory,Tiwi,Product_15,27.28,MAT_015,10,2.98,0.26
Australia,Northern Territory,Tiwi,Product_15,27.28,MAT_045,16,3.06,0.26
Australia,Northern Territory,Tiwi,Product_15,27.28,MAT_016,5,3.07,0.26
Australia,Northern Territory,Tiwi,Product_15,27.28,MAT_020,13,3.05,0.26
Australia,Northern Territory,Tiwi,Product_15,27.28,MAT_029,20,3.05,0.26
Australia,Northern Territory,Tiwi,Product_16,77.36,MAT_008,2,11.7,0.68
Australia,Northern Territory,Tiwi,Product_16,77.36,MAT_038,14,11.31,0.68
Australia,Northern Territory,Tiwi,Product_16,77.36,MAT_045,20,11.64,0.68
Australia,Northern Territory,Tiwi,Product_16,77.36,MAT_015,11,11.71,0.68
Australia,Northern Territory,Tiwi,Product_16,77.36,MAT_027,4,11.73,0.68
Australia,Northern Territory,Tiwi,Product_16,77.36,MAT_033,1,11.3,0.68
Australia,Northern Territory,Tiwi,Product_17,84.62,MAT_034,19,11.51,0.72
Australia,Northern Territory,Tiwi,Product_17,84.62,MAT_014,16,11.38,0.72
Australia,Northern Territory,Tiwi,Product_17,84.62,MAT_018,16,11.19,0.72
Australia,Northern Territory,Tiwi,Product_17,84.62,MAT_036,18,11.51,0.72
Australia,Northern Territory,Tiwi,Product_17,84.62,MAT_040,10,11.12,0.72
Australia,Northern Territory,Tiwi,Product_18,90.74,MAT_023,12,7.7,0.59
Australia,Northern Territory,Tiwi,Product_18,90.74,MAT_033,12,7.66,0.59
Australia,Northern Territory,Tiwi,Product_18,90.74,MAT_035,18,7.73,0.59
Australia,Northern Territory,Tiwi,Product_18,90.74,MAT_007,4,7.56,0.59
Australia,Northern Territory,Tiwi,Product_18,90.74,MAT_003,8,7.79,0.59
Australia,Northern Territory,Tiwi,Product_18,90.74,MAT_028,11,7.54,0.59
Australia,Northern Territory,Tiwi,Product_18,90.74,MAT_048,8,7.88,0.59
Australia,Northern Territory,Tiwi,Product_19,92.05,MAT_040,12,6.38,0.4
Australia,Northern Territory,Tiwi,Product_19,92.05,MAT_001,15,6.58,0.4
Australia,Northern Territory,Tiwi,Product_19,92.05,MAT_015,19,6.66,0.4
Australia,Northern Territory,Tiwi,Product_19,92.05,MAT_021,7,6.47,0.4
Australia,Northern Territory,Tiwi,Product_19,92.05,MAT_034,17,6.34,0.4
Australia,Northern Territory,Tiwi,Product_20,80.52,MAT_015,10,10.2,0.67
Australia,Northern Territory,Tiwi,Product_20,80.52,MAT_026,18,9.74,0.67
Australia,Northern Territory,Tiwi,Product_20,80.52,MAT_047,3,9.84,0.67
Australia,Northern Territory,Tiwi,Product_20,80.52,MAT_013,1,9.94,0.67
Australia,Northern Territory,Tiwi,Product_20,80.52,MAT_034,6,9.84,0.67
Australia,Northern Territory,Tiwi,Product_20,80.52,MAT_021,18,9.71,0.67
Australia,Northern Territory,Tiwi,Product_20,80.52,MAT_002,2,9.79,0.67
Australia,Northern Territory,Tiwi,Product_21,93.39,MAT_017,7,15.1,0.88
Australia,Northern Territory,Tiwi,Product_21,93.39,MAT_020,13,14.78,0.88
Australia,Northern Territory,Tiwi,Product_21,93.39,MAT_016,2,14.44,0.88
Australia,Northern Territory,Tiwi,Product_21,93.39,MAT_001,16,14.98,0.88
Australia,Northern Territory,Tiwi,Product_21,93.39,MAT_029,7,15.13,0.88
Australia,Northern Territory,Tiwi,Product_22,65.44,MAT_001,11,5.46,0.31
Australia,Northern Territory,Tiwi,Product_22,65.44,MAT_012,19,5.49,0.31
Australia,Northern Territory,Tiwi,Product_22,65.44,MAT_013,4,5.51,0.31
Australia,Northern Territory,Tiwi,Product_22,65.44,MAT_032,3,5.43,0.31
Australia,Northern Territory,Tiwi,Product_22,65.44,MAT_003,7,5.48,0.31
Australia,Northern Territory,Tiwi,Product_22,65.44,MAT_023,20,5.41,0.31
Australia,Northern Territory,Tiwi,Product_22,65.44,MAT_002,7,5.36,0.31
Australia,Northern Territory,Tiwi,Product_23,91.92,MAT_007,4,9.97,0.53
Australia,Northern Territory,Tiwi,Product_23,91.92,MAT_037,14,9.54,0.53
Australia,Northern Territory,Tiwi,Product_23,91.92,MAT_023,6,9.58,0.53
Australia,Northern Territory,Tiwi,Product_23,91.92,MAT_011,9,9.68,0.53
Australia,Northern Territory,Tiwi,Product_23,91.92,MAT_017,7,9.51,0.53
Australia,Northern Territory,Tiwi,Product_23,91.92,MAT_032,3,9.69,0.53
Australia,Northern Territory,Tiwi,Product_23,91.92,MAT_045,10,9.91,0.53
Australia,Northern Territory,Tiwi,Product_24,29.75,MAT_020,18,2.51,0.22
Australia,Northern Territory,Tiwi,Product_24,29.75,MAT_011,5,2.43,0.22
Australia,Northern Territory,Tiwi,Product_24,29.75,MAT_031,3,2.45,0.22
Australia,Northern Territory,Tiwi,Product_24,29.75,MAT_021,15,2.49,0.22
Australia,Northern Territory,Tiwi,Product_24,29.75,MAT_033,10,2.4,0.22
